"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US08099","Prowers County, Colorado","4564","222","7.4","2.8","7.3","2.7","7.4","2.2","9.4","2.6","15.1","3.9","14.7","3.7","14.0","3.3","16.1","3.3","3.0","1.6","5.6","2.2","57601","9254","84132","17824","41.2","(X)","(X)","(X)","(X)","(X)","3135","261","3.5","2.1","2.4","1.5","2.5","1.5","9.8","3.4","16.6","4.9","18.2","4.7","15.5","4.2","19.8","4.3","3.9","2.2","7.8","3.1","70208","10473","103001","24690","(X)","(X)","44.1","(X)","(X)","(X)","2460","255","1.7","1.7","1.6","1.0","2.2","1.6","3.8","2.3","18.7","5.9","19.8","5.5","17.2","5.2","22.4","5.4","4.7","2.7","8.1","3.1","83465","12333","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1429","249","17.4","7.3","18.2","7.3","16.9","5.5","9.2","4.1","12.8","6.5","9.2","5.0","7.6","4.7","7.6","4.3","0.6","0.9","0.6","0.8","23386","5219","40587","7277","(X)","(X)","(X)","(X)","33.7","(X)",
"0500000US08101","Pueblo County, Colorado","67816","549","5.9","0.7","5.3","0.7","8.8","0.8","7.4","0.7","12.4","0.9","19.5","1.2","13.3","1.0","14.8","1.0","6.8","0.7","5.8","0.6","62250","2088","82275","2459","44.2","(X)","(X)","(X)","(X)","(X)","42179","925","4.0","0.7","2.2","0.5","5.7","0.8","5.8","0.7","11.3","0.9","19.9","1.6","14.3","1.3","19.2","1.4","9.6","1.0","8.0","0.9","76912","2830","98617","3327","(X)","(X)","45.3","(X)","(X)","(X)","29160","931","1.6","0.5","0.6","0.2","3.4","0.8","4.1","0.8","9.0","1.0","19.3","1.7","15.8","1.5","23.5","1.6","12.4","1.2","10.2","1.1","95107","3506","115124","4103","(X)","(X)","(X)","(X)","(X)","(X)","25637","925","10.3","1.6","10.7","1.6","14.8","1.7","11.1","1.3","14.6","1.7","18.4","1.9","10.3","1.3","6.6","1.0","1.9","0.6","1.5","0.6","38108","2300","50480","2795","(X)","(X)","(X)","(X)","40.2","(X)",
"0500000US08103","Rio Blanco County, Colorado","2587","166","3.4","2.3","5.1","3.2","4.1","2.2","7.1","3.0","10.9","4.0","22.9","5.6","14.0","4.3","23.5","5.7","5.3","2.6","3.8","2.3","72620","5539","80991","6503","29.8","(X)","(X)","(X)","(X)","(X)","1699","222","1.2","1.3","4.2","3.5","1.6","1.7","1.6","1.3","7.8","4.0","24.7","6.8","15.1","5.3","31.0","7.4","7.0","4.0","5.8","3.6","89283","10518","96048","8706","(X)","(X)","33.3","(X)","(X)","(X)","1378","203","1.0","1.5","0.9","1.4","1.4","2.0","1.1","1.3","7.7","4.7","17.8","6.1","17.4","5.9","36.9","9.0","8.6","4.7","7.1","4.6","102102","9906","N","N","(X)","(X)","(X)","(X)","(X)","(X)","888","155","7.4","6.2","8.3","6.7","8.7","4.9","17.7","7.8","16.9","8.4","18.7","9.5","12.0","6.6","9.6","6.4","0.7","1.3","0.0","4.4","37397","15904","49695","5817","(X)","(X)","(X)","(X)","22.1","(X)",
"0500000US08105","Rio Grande County, Colorado","5032","252","5.9","2.5","5.6","2.7","7.5","3.1","11.4","4.3","10.8","2.7","16.5","3.6","11.7","3.6","17.2","4.4","6.7","2.1","6.6","2.5","62166","8856","86169","8916","39.5","(X)","(X)","(X)","(X)","(X)","3411","319","2.1","1.9","1.3","1.5","5.6","4.1","13.2","5.4","6.7","2.4","16.5","4.4","16.9","5.3","21.4","6.1","8.9","3.2","7.3","2.7","84667","8445","101234","11544","(X)","(X)","40.0","(X)","(X)","(X)","2514","283","0.8","0.8","0.1","0.2","2.1","1.7","9.3","5.3","5.8","2.5","17.8","4.9","17.4","5.8","26.8","6.3","11.5","4.3","8.4","3.3","98091","8162","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1621","244","13.8","5.9","16.7","7.7","10.2","4.7","13.9","6.6","16.4","6.3","16.0","6.4","7.3","5.6","3.5","2.3","1.3","1.4","0.9","0.8","30388","9499","42795","7160","(X)","(X)","(X)","(X)","37.9","(X)",
"0500000US08107","Routt County, Colorado","10619","472","3.4","1.3","2.6","1.6","2.6","1.1","4.1","1.6","7.5","2.1","16.2","2.8","12.0","2.3","17.4","2.6","12.3","2.3","21.8","2.6","104803","9293","148388","8082","49.0","(X)","(X)","(X)","(X)","(X)","6997","370","1.9","1.3","1.1","1.1","0.6","0.5","4.0","1.7","6.3","1.9","13.4","3.7","10.9","2.5","20.0","3.0","16.4","3.1","25.5","3.7","125927","13334","176708","11685","(X)","(X)","49.2","(X)","(X)","(X)","6048","381","1.9","1.4","0.8","1.1","0.2","0.2","1.9","0.8","4.4","1.5","12.4","3.9","10.5","2.7","21.6","3.4","17.4","3.5","28.9","4.2","140479","10924","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3622","373","6.7","3.3","5.5","4.0","6.8","3.0","6.6","3.9","11.5","4.6","19.3","4.9","13.3","4.1","13.2","4.1","5.0","2.3","12.2","4.2","63780","10598","88605","9767","(X)","(X)","(X)","(X)","48.4","(X)",
"0500000US08109","Saguache County, Colorado","3261","142","3.3","1.5","8.7","2.9","10.2","3.3","12.2","3.6","11.2","4.3","21.3","5.5","7.0","3.0","15.9","3.7","7.3","3.4","2.8","1.6","54283","4824","81741","16757","32.4","(X)","(X)","(X)","(X)","(X)","1897","213","3.8","3.2","4.8","2.8","8.8","4.9","11.0","5.4","10.9","4.7","22.5","7.8","6.0","3.2","19.5","5.1","9.6","5.4","3.3","2.2","61144","9929","86640","18225","(X)","(X)","36.3","(X)","(X)","(X)","1351","216","0.3","0.4","2.7","2.3","7.0","5.8","7.0","4.4","9.3","5.4","20.9","9.4","8.4","4.4","26.9","7.4","13.0","7.5","4.6","3.1","83393","26651","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1364","205","7.6","3.6","14.2","6.1","14.5","5.9","14.4","5.3","10.2","5.3","18.3","7.6","7.1","5.0","8.7","5.4","2.9","3.0","2.1","2.4","34408","5558","68553","27755","(X)","(X)","(X)","(X)","24.8","(X)",
"0500000US08111","San Juan County, Colorado","362","57","6.4","7.3","5.0","6.3","5.5","4.1","3.3","4.0","11.6","8.0","19.3","9.5","15.7","8.3","18.8","9.2","11.0","6.5","3.3","3.3","73889","19036","86808","16690","67.7","(X)","(X)","(X)","(X)","(X)","215","60","10.7","11.8","3.7","5.6","3.7","5.5","0.0","16.9","11.6","10.8","12.1","9.3","21.4","12.1","20.5","13.8","12.6","8.9","3.7","4.4","86875","17590","94040","26011","(X)","(X)","52.6","(X)","(X)","(X)","187","53","7.0","11.0","0.0","19.1","4.3","6.2","0.0","19.1","13.4","12.2","9.1","9.3","24.1","12.9","23.5","16.6","14.4","9.9","4.3","4.9","90417","13220","N","N","(X)","(X)","(X)","(X)","(X)","(X)","147","46","0.0","23.5","6.8","9.7","8.2","9.1","8.2","9.3","11.6","11.9","29.9","16.8","7.5","7.8","16.3","13.5","8.8","9.2","2.7","5.1","59688","16752","76229","18358","(X)","(X)","(X)","(X)","89.8","(X)",
"0500000US08113","San Miguel County, Colorado","3998","228","4.8","2.0","2.9","1.9","8.2","2.5","5.0","2.5","12.4","3.8","12.3","2.9","16.4","4.6","12.5","3.1","7.8","2.1","17.9","4.2","80117","5986","131344","16239","56.3","(X)","(X)","(X)","(X)","(X)","1907","169","1.4","1.2","1.2","1.3","3.3","3.1","5.5","4.0","14.2","5.5","8.3","3.7","15.8","6.3","14.9","4.6","9.9","3.3","25.7","5.5","110625","38860","173441","27679","(X)","(X)","59.1","(X)","(X)","(X)","1551","174","1.2","1.4","1.4","1.6","3.7","3.8","3.0","3.0","11.6","5.8","7.6","4.3","18.4","7.3","15.6","4.8","10.3","3.8","27.2","6.7","120625","34118","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2091","254","8.1","3.6","4.5","3.8","12.9","5.0","4.5","2.8","12.4","5.2","13.7","4.6","17.0","6.3","12.1","4.8","5.8","2.8","8.9","5.3","62005","11892","90588","20260","(X)","(X)","(X)","(X)","51.0","(X)",
"0500000US08115","Sedgwick County, Colorado","1000","76","5.8","2.9","3.5","2.0","15.4","4.7","10.3","3.1","13.2","4.3","16.6","4.3","8.9","3.0","18.6","5.5","2.9","1.6","4.8","2.7","52833","6164","77564","11536","29.6","(X)","(X)","(X)","(X)","(X)","597","69","3.2","3.0","1.2","1.2","9.9","5.8","6.0","2.5","10.6","3.9","17.3","5.5","11.9","4.5","29.6","8.2","4.9","2.8","5.5","3.5","77212","13981","95090","16882","(X)","(X)","25.8","(X)","(X)","(X)","474","59","0.0","8.1","1.5","1.6","2.1","1.5","5.5","2.7","8.0","3.4","20.0","6.7","14.8","5.4","36.7","9.7","4.4","3.0","7.0","4.3","91944","24453","N","N","(X)","(X)","(X)","(X)","(X)","(X)","403","76","9.7","5.0","6.9","4.7","23.6","7.3","16.6","6.3","18.1","7.6","14.6","5.7","4.5","4.3","2.2","1.9","0.0","9.4","3.7","4.3","31875","5777","51238","16208","(X)","(X)","(X)","(X)","35.2","(X)",
"0500000US08117","Summit County, Colorado","12347","631","1.4","0.9","1.2","0.9","3.5","1.6","5.0","1.7","7.8","2.4","17.8","3.7","10.7","2.8","20.7","3.7","14.0","3.5","18.0","3.3","106255","9031","138554","11840","53.7","(X)","(X)","(X)","(X)","(X)","6739","511","0.8","0.8","0.9","1.4","2.0","1.2","3.8","2.2","4.1","2.2","11.2","4.5","11.0","4.0","27.9","6.3","15.7","4.3","22.6","4.8","129246","10354","158723","14572","(X)","(X)","48.9","(X)","(X)","(X)","5866","474","0.3","0.4","0.1","0.1","2.3","1.3","2.2","1.4","3.8","2.4","12.4","5.2","9.5","4.1","27.5","6.2","16.9","4.3","25.1","5.4","137500","14173","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5608","659","2.0","1.6","1.5","1.0","5.5","3.3","7.2","3.1","12.7","4.8","25.8","6.3","11.3","5.3","11.7","3.6","11.5","4.7","10.9","4.4","71129","5663","109592","19802","(X)","(X)","(X)","(X)","57.6","(X)",
"0500000US08119","Teller County, Colorado","11253","325","3.3","1.3","2.2","1.2","5.5","1.5","5.0","1.8","12.6","2.5","18.9","2.8","12.3","2.2","22.2","2.9","8.4","2.2","9.5","2.1","80666","5411","103056","5931","33.5","(X)","(X)","(X)","(X)","(X)","7507","467","1.5","0.9","0.3","0.3","2.5","1.3","2.3","1.1","7.9","2.6","20.2","3.5","13.9","2.7","28.3","3.8","11.5","3.3","11.8","2.9","103012","7323","120529","7048","(X)","(X)","31.6","(X)","(X)","(X)","6392","486","0.4","0.4","0.3","0.3","2.1","1.3","1.3","0.8","7.5","2.7","18.7","4.1","15.3","3.2","28.6","4.4","12.8","3.8","13.0","3.2","106663","5529","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3746","465","8.7","3.6","6.0","3.4","12.1","4.0","11.0","4.2","23.3","5.8","15.6","4.8","9.0","3.6","8.2","3.0","2.2","1.7","3.8","2.3","42117","4853","61150","9275","(X)","(X)","(X)","(X)","35.7","(X)",
"0500000US08121","Washington County, Colorado","2070","73","5.2","1.9","3.3","1.2","8.2","2.1","10.4","2.6","10.3","2.6","22.0","3.4","14.9","3.2","11.0","2.6","8.2","3.1","6.6","2.4","65164","4069","82841","5280","39.3","(X)","(X)","(X)","(X)","(X)","1353","95","2.7","1.8","0.6","0.6","4.7","2.0","8.3","3.1","8.4","2.8","22.3","4.0","17.4","4.3","14.0","3.4","12.3","4.5","9.4","3.7","80865","9100","100806","7800","(X)","(X)","38.0","(X)","(X)","(X)","1124","97","1.4","1.1","0.2","0.4","2.3","1.3","8.5","3.5","9.8","3.3","23.1","4.8","16.6","4.2","15.7","4.0","12.1","5.0","10.1","4.2","88182","15098","N","N","(X)","(X)","(X)","(X)","(X)","(X)","717","79","10.2","4.5","8.4","3.2","14.8","4.4","14.4","5.7","13.8","5.3","21.9","5.9","9.9","5.5","5.4","3.3","0.0","5.4","1.3","1.7","37535","5157","48350","7447","(X)","(X)","(X)","(X)","41.6","(X)",
"0500000US08123","Weld County, Colorado","120019","548","3.2","0.4","2.5","0.3","4.8","0.5","5.3","0.6","9.8","0.7","14.8","1.0","12.9","0.7","22.4","1.2","12.0","0.7","12.2","0.7","93287","2429","114623","2531","35.4","(X)","(X)","(X)","(X)","(X)","87304","1294","1.8","0.4","1.5","0.3","2.9","0.4","3.9","0.6","8.9","0.9","13.4","0.9","13.7","0.9","25.2","1.5","14.0","0.8","14.8","1.0","107207","2923","128524","3274","(X)","(X)","36.3","(X)","(X)","(X)","69325","1397","0.8","0.2","1.1","0.3","2.1","0.4","2.9","0.6","6.7","0.9","11.5","0.9","13.0","1.0","27.8","1.6","16.4","1.1","17.7","1.2","121510","2105","142030","3922","(X)","(X)","(X)","(X)","(X)","(X)","32715","1194","7.8","1.1","5.4","1.1","10.6","1.3","9.6","1.3","15.1","1.3","19.0","2.0","11.8","1.4","12.4","1.3","4.7","1.1","3.5","0.7","52544","2562","68777","3218","(X)","(X)","(X)","(X)","30.3","(X)",
"0500000US08125","Yuma County, Colorado","3957","115","4.1","2.4","5.7","2.4","5.8","3.3","10.2","3.1","13.3","3.3","19.3","4.6","10.5","3.1","19.2","3.8","4.5","1.6","7.5","2.8","60051","7400","85202","8820","41.7","(X)","(X)","(X)","(X)","(X)","2632","149","2.4","2.1","3.0","2.5","5.1","3.9","10.6","3.9","10.8","4.3","18.8","4.9","10.9","3.5","21.6","4.8","6.3","2.4","10.4","3.6","73869","17311","99816","12316","(X)","(X)","41.5","(X)","(X)","(X)","2189","178","1.0","0.9","3.7","3.0","6.0","4.6","9.0","4.3","2.8","1.8","18.8","5.8","12.7","4.2","25.9","5.9","7.6","2.9","12.6","4.2","94421","10452","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1325","173","7.5","5.2","10.9","5.2","7.5","6.1","12.2","4.9","27.1","7.7","11.9","5.7","10.0","6.6","10.4","5.9","0.8","0.7","1.7","2.7","40644","2669","51457","7114","(X)","(X)","(X)","(X)","42.2","(X)",
"0500000US09110","Capitol Planning Region, Connecticut","389086","1190","4.8","0.3","3.4","0.2","5.2","0.3","6.0","0.4","8.7","0.4","13.4","0.4","12.6","0.5","18.1","0.4","11.6","0.4","16.2","0.4","91541","1111","122979","1434","37.9","(X)","(X)","(X)","(X)","(X)","245694","2425","2.6","0.3","1.3","0.2","3.3","0.3","3.9","0.3","7.0","0.4","11.3","0.5","12.5","0.6","21.0","0.7","15.1","0.6","22.1","0.7","118964","1890","149000","2281","(X)","(X)","40.0","(X)","(X)","(X)","175893","2409","1.0","0.2","0.5","0.1","1.5","0.3","1.7","0.2","4.4","0.4","9.3","0.6","11.8","0.7","22.8","0.8","18.4","0.8","28.6","0.9","143476","2186","176046","2749","(X)","(X)","(X)","(X)","(X)","(X)","143392","2459","9.2","0.7","7.1","0.6","9.3","0.7","10.0","0.8","12.4","0.7","16.6","0.8","12.7","0.8","12.8","0.7","5.1","0.5","5.0","0.5","52965","1640","73624","2010","(X)","(X)","(X)","(X)","33.2","(X)",
"0500000US09120","Greater Bridgeport Planning Region, Connecticut","118335","749","4.9","0.5","4.2","0.6","6.4","0.7","6.0","0.6","9.3","0.7","13.0","0.8","11.3","0.9","15.3","0.9","10.1","0.7","19.5","0.8","87135","1961","134912","3180","40.1","(X)","(X)","(X)","(X)","(X)","80127","1307","3.0","0.5","2.0","0.4","4.6","0.6","4.4","0.6","7.2","0.8","11.9","0.9","11.3","1.2","17.2","1.3","12.8","0.9","25.6","1.2","113422","2839","163966","4913","(X)","(X)","41.2","(X)","(X)","(X)","56169","1206","1.0","0.3","0.7","0.3","1.9","0.5","3.4","0.7","4.9","0.9","10.6","1.1","10.7","1.3","18.3","1.6","15.3","1.2","33.3","1.6","145930","5635","196232","6759","(X)","(X)","(X)","(X)","(X)","(X)","38208","1230","9.9","1.4","9.1","1.5","11.2","1.4","10.1","1.5","14.2","1.9","14.9","2.0","10.9","1.5","10.3","1.2","4.8","1.0","4.7","1.1","44436","2996","66598","3207","(X)","(X)","(X)","(X)","36.1","(X)",
"0500000US09130","Lower Connecticut River Valley Planning Region, Connecticut","73624","735","3.6","0.6","2.1","0.5","4.9","0.6","5.6","0.7","7.5","0.7","14.1","1.1","11.6","0.9","19.8","1.1","12.8","0.9","18.0","1.1","101117","2587","134068","4729","30.7","(X)","(X)","(X)","(X)","(X)","46145","909","1.9","0.4","0.6","0.3","1.8","0.5","3.1","0.6","4.6","0.8","10.9","1.1","11.9","1.0","23.0","1.4","17.1","1.5","25.0","1.4","130657","5458","165181","6036","(X)","(X)","31.2","(X)","(X)","(X)","37241","994","0.8","0.3","0.4","0.2","1.2","0.3","1.7","0.4","3.5","0.8","9.6","1.2","10.7","1.2","24.2","1.5","19.3","1.6","28.7","1.6","146035","3199","179862","6938","(X)","(X)","(X)","(X)","(X)","(X)","27479","1043","6.9","1.4","4.6","1.3","10.2","1.4","10.0","1.5","13.0","1.6","19.2","2.0","12.3","1.6","14.1","1.4","4.5","1.0","5.1","1.1","57534","4306","76696","4845","(X)","(X)","(X)","(X)","28.8","(X)",
"0500000US09140","Naugatuck Valley Planning Region, Connecticut","178340","1105","4.8","0.5","3.8","0.5","6.4","0.5","5.6","0.4","9.6","0.7","14.1","0.8","12.0","0.7","19.2","0.8","10.8","0.6","13.9","0.7","86365","2065","113511","2478","42.7","(X)","(X)","(X)","(X)","(X)","116587","1660","3.1","0.5","1.6","0.3","3.4","0.4","3.6","0.5","7.7","0.7","12.7","0.9","12.8","0.8","22.5","1.1","13.7","0.8","18.8","1.0","109861","2737","136271","3061","(X)","(X)","43.8","(X)","(X)","(X)","81883","1601","1.4","0.3","0.5","0.2","1.5","0.4","2.0","0.4","5.2","0.6","10.4","0.9","12.4","0.9","25.1","1.3","16.9","1.1","24.5","1.3","132261","2547","160432","4334","(X)","(X)","(X)","(X)","(X)","(X)","61753","1706","8.4","1.1","8.2","1.2","12.9","1.2","9.8","0.9","13.9","1.4","17.1","1.5","10.2","1.2","12.2","1.4","4.3","0.7","2.9","0.6","46411","1405","64578","2995","(X)","(X)","(X)","(X)","38.8","(X)",
"0500000US09150","Northeastern Connecticut Planning Region, Connecticut","39155","414","3.3","0.7","2.9","0.6","5.1","0.8","5.6","1.0","7.9","1.2","17.0","1.6","14.7","1.4","22.2","1.6","9.9","1.0","11.3","1.4","87564","4005","107010","3652","40.4","(X)","(X)","(X)","(X)","(X)","26276","698","2.3","0.8","1.5","0.5","2.0","0.5","4.2","1.1","6.6","1.2","14.9","1.7","16.5","1.5","24.8","1.7","12.3","1.3","14.9","1.9","103232","3619","123692","5069","(X)","(X)","41.7","(X)","(X)","(X)","19315","707","0.6","0.5","0.3","0.2","1.1","0.5","2.4","0.7","5.0","1.1","13.7","1.9","15.5","1.9","27.3","2.0","15.6","1.6","18.6","2.5","119651","5090","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12879","676","6.5","1.7","6.0","1.8","12.3","1.9","9.2","1.7","13.8","3.0","21.0","3.2","11.1","1.9","15.5","3.0","2.5","1.0","2.2","0.9","52987","6065","63944","3592","(X)","(X)","(X)","(X)","35.9","(X)",
"0500000US09160","Northwest Hills Planning Region, Connecticut","47035","600","3.8","0.8","2.7","0.6","4.9","0.7","5.0","0.5","8.7","0.9","16.0","1.2","13.6","1.1","18.1","1.3","10.8","1.1","16.5","1.2","91035","2915","130654","5289","40.2","(X)","(X)","(X)","(X)","(X)","30109","765","2.0","0.6","0.9","0.4","3.1","0.8","3.6","0.8","6.2","1.1","13.1","1.3","14.9","1.5","21.6","1.8","12.5","1.2","22.2","1.7","112593","5021","155703","6737","(X)","(X)","40.8","(X)","(X)","(X)","23783","771","0.5","0.2","0.5","0.3","1.5","0.5","1.9","0.6","4.3","1.0","12.1","1.5","14.9","1.7","23.3","2.0","14.5","1.5","26.4","2.1","128727","4069","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16926","805","8.0","2.0","6.1","1.5","8.5","1.6","8.8","1.3","13.2","1.8","20.6","2.1","11.2","1.6","11.2","1.8","7.1","1.8","5.4","1.2","55212","3272","81197","9143","(X)","(X)","(X)","(X)","38.0","(X)",
"0500000US09170","South Central Connecticut Planning Region, Connecticut","227739","1079","5.2","0.4","3.4","0.3","6.5","0.5","6.3","0.4","9.3","0.5","13.8","0.6","11.7","0.6","17.6","0.6","11.0","0.4","15.2","0.6","86266","1735","118110","2165","40.0","(X)","(X)","(X)","(X)","(X)","140148","1586","2.7","0.4","1.3","0.2","3.4","0.5","4.6","0.5","7.4","0.6","12.8","0.8","11.8","0.8","20.4","0.9","14.5","0.7","21.1","0.8","112503","2230","144927","2799","(X)","(X)","42.9","(X)","(X)","(X)","97466","1796","0.9","0.2","0.6","0.2","1.8","0.5","2.7","0.5","4.6","0.6","9.6","0.9","12.0","0.9","22.0","1.1","18.3","1.0","27.6","1.1","139935","2811","172273","3357","(X)","(X)","(X)","(X)","(X)","(X)","87591","1493","9.5","1.0","7.1","0.7","11.8","0.9","9.4","0.9","13.3","1.1","15.4","1.0","11.4","0.9","12.8","1.0","4.3","0.5","5.0","0.6","48584","2165","70537","2359","(X)","(X)","(X)","(X)","34.1","(X)",
"0500000US09180","Southeastern Connecticut Planning Region, Connecticut","114577","998","3.9","0.4","3.4","0.5","6.1","0.7","6.6","0.6","9.7","0.8","14.6","0.8","13.7","0.8","18.2","0.8","11.3","0.8","12.5","0.7","84185","1981","108630","2012","35.8","(X)","(X)","(X)","(X)","(X)","71258","1278","2.3","0.5","2.2","0.6","3.6","0.6","4.7","0.7","7.8","0.9","13.5","1.0","12.5","0.9","21.0","1.1","15.3","1.2","17.3","1.0","106791","2040","129450","2730","(X)","(X)","37.5","(X)","(X)","(X)","51405","1268","0.7","0.2","0.4","0.2","1.7","0.5","2.3","0.5","5.6","0.8","11.9","1.1","12.9","1.1","23.5","1.3","18.4","1.4","22.7","1.3","127593","2704","151660","3119","(X)","(X)","(X)","(X)","(X)","(X)","43319","1253","7.3","1.0","5.6","0.9","11.3","1.4","10.8","1.4","13.5","1.4","16.4","1.6","14.9","1.6","12.6","1.3","3.9","0.8","3.7","0.7","51693","2451","69308","3022","(X)","(X)","(X)","(X)","31.1","(X)",
"0500000US09190","Western Connecticut Planning Region, Connecticut","232279","1002","3.3","0.3","2.0","0.3","4.4","0.4","3.8","0.4","6.7","0.4","10.7","0.5","10.0","0.5","16.4","0.7","11.1","0.5","31.7","0.6","124553","2356","209168","3469","37.9","(X)","(X)","(X)","(X)","(X)","160796","1969","1.8","0.3","0.9","0.2","2.8","0.5","3.1","0.4","5.1","0.5","9.7","0.7","8.6","0.6","16.5","0.8","12.0","0.6","39.6","0.7","156520","3846","248252","4487","(X)","(X)","39.4","(X)","(X)","(X)","126298","1857","0.8","0.2","0.3","0.1","1.4","0.3","1.7","0.3","3.7","0.5","8.2","0.7","7.5","0.6","16.6","0.9","12.8","0.7","47.1","0.9","187496","4173","285292","5155","(X)","(X)","(X)","(X)","(X)","(X)","71483","1687","7.0","0.8","4.6","0.7","9.0","0.9","6.2","0.8","10.7","1.0","13.9","1.1","12.2","1.1","16.0","1.1","8.1","0.8","12.4","1.0","72146","2873","113899","4776","(X)","(X)","(X)","(X)","32.7","(X)",
"0500000US10001","Kent County, Delaware","70053","600","3.5","0.6","3.6","0.7","6.6","0.8","6.8","0.9","12.1","0.8","18.9","1.2","14.2","1.1","18.8","1.3","10.2","1.0","5.3","0.8","72872","1932","89176","2271","35.3","(X)","(X)","(X)","(X)","(X)","47415","1025","2.1","0.7","2.5","0.8","3.8","0.7","5.0","0.7","9.9","1.1","18.3","1.6","15.2","1.3","23.1","1.8","13.1","1.4","7.1","1.0","88298","3298","102524","2992","(X)","(X)","37.2","(X)","(X)","(X)","34250","1046","1.2","0.8","0.9","0.5","1.8","0.5","3.5","0.8","8.2","1.2","16.6","1.8","15.6","1.6","26.8","2.2","16.8","1.9","8.7","1.3","102255","2603","115576","3515","(X)","(X)","(X)","(X)","(X)","(X)","22638","950","7.1","1.4","6.4","1.7","13.3","2.0","11.3","2.0","18.9","2.2","20.0","2.0","11.4","1.7","7.7","1.3","3.0","1.0","0.8","0.4","43040","2712","55536","2798","(X)","(X)","(X)","(X)","29.9","(X)",
"0500000US10003","New Castle County, Delaware","222943","945","4.4","0.5","2.4","0.3","5.0","0.4","6.0","0.5","9.4","0.6","14.9","0.7","13.1","0.7","19.2","0.8","11.4","0.6","14.1","0.7","89901","1993","118003","1977","37.3","(X)","(X)","(X)","(X)","(X)","140474","1986","2.5","0.4","1.3","0.3","2.8","0.4","4.0","0.5","6.9","0.7","13.5","0.8","12.5","0.8","22.4","1.1","14.9","0.8","19.2","0.9","112402","2123","140270","2292","(X)","(X)","38.9","(X)","(X)","(X)","98713","2229","1.1","0.3","0.6","0.2","1.8","0.4","2.4","0.4","4.1","0.5","11.5","0.8","11.4","0.9","24.4","1.2","17.9","0.9","24.6","1.1","134580","2461","162092","3039","(X)","(X)","(X)","(X)","(X)","(X)","82469","2174","8.5","1.0","4.7","0.6","9.1","0.9","9.7","1.0","14.6","1.1","18.6","1.3","13.3","1.3","12.7","1.1","4.9","0.6","4.0","0.6","54382","1859","71246","2291","(X)","(X)","(X)","(X)","33.2","(X)",
